"pars","score","mean","median","HDI_95_lower","HDI_95_upper"
"DIC",7.26078172342782,NA,NA,NA,NA
"WAIC",8.5,NA,NA,NA,NA
"MD",3.0709006323925,NA,NA,NA,NA
"k",NA,12.4752240727652,11.0751907906932,2.98465658387864,24.9447107313721
"vc",NA,0.52376262112256,0.522443424110667,0.449365868026776,0.604562998384605
"d50",NA,3.6687080055638,3.39111253662559,2.7272990773167,5.43144646166827
