"traits","mean","median","HDI_95_lower","HDI_95_upper"
"EIP10",2.9439447754299,2.77275205256932,1.82621545105302,4.53511251571089
"EIP50",3.6687080055638,3.39111253662559,2.72729907731669,5.43144646166827
"EIP90",4.6362450256562,4.28748147798746,3.10122543894111,7.08978280480875
"VC50",0.26188131056128,0.261221712055333,0.224682934013388,0.302281499192302
"VCmax",0.52376262112256,0.522443424110667,0.449365868026776,0.604562998384605
